timestamp,DC_POWER
2020-05-15 00:00:00,0.0
2020-05-15 01:00:00,0.0
2020-05-15 02:00:00,0.0
2020-05-15 03:00:00,0.0
2020-05-15 04:00:00,0.0
2020-05-15 05:00:00,0.0
2020-05-15 06:00:00,592.8138842863954
2020-05-15 07:00:00,1976.423944772727
2020-05-15 08:00:00,4220.533982636363
2020-05-15 09:00:00,5708.149959420454
2020-05-15 10:00:00,6636.017573022727
2020-05-15 11:00:00,7694.847943613637
2020-05-15 12:00:00,8780.62310625
2020-05-15 13:00:00,7115.079139625
2020-05-15 14:00:00,8930.334794522727
2020-05-15 15:00:00,6208.556818181818
2020-05-15 16:00:00,4437.164772727273
2020-05-15 17:00:00,1559.914908022727
2020-05-15 18:00:00,98.91156655806816
2020-05-15 19:00:00,0.0
2020-05-15 20:00:00,0.0
2020-05-15 21:00:00,0.0
2020-05-15 22:00:00,0.0
2020-05-15 23:00:00,0.0
2020-05-16 02:00:00,0.0
2020-05-16 03:00:00,0.0
2020-05-16 04:00:00,0.0
2020-05-16 05:00:00,0.0
2020-05-16 06:00:00,556.5361201082954
2020-05-16 07:00:00,2355.597402590909
2020-05-16 08:00:00,5347.960836068182
2020-05-16 09:00:00,6357.830560045454
2020-05-16 10:00:00,8052.008116954546
2020-05-16 11:00:00,7923.825284147728
2020-05-16 12:00:00,9516.34030031818
2020-05-16 13:00:00,8705.970373443182
2020-05-16 14:00:00,7392.447443215909
2020-05-16 15:00:00,5506.677556829545
2020-05-16 16:00:00,2760.0160308636364
2020-05-16 17:00:00,1374.118506515909
2020-05-16 18:00:00,129.50689934659093
2020-05-16 19:00:00,0.0
2020-05-16 20:00:00,0.0
2020-05-16 21:00:00,0.0
2020-05-16 22:00:00,0.0
2020-05-16 23:00:00,0.0
2020-05-17 00:00:00,0.0
2020-05-17 01:00:00,0.0
2020-05-17 02:00:00,0.0
2020-05-17 03:00:00,0.0
2020-05-17 04:00:00,0.0
2020-05-17 05:00:00,0.0
2020-05-17 06:00:00,364.5541801931818
2020-05-17 07:00:00,2751.971185068182
2020-05-17 08:00:00,5828.107954534091
2020-05-17 09:00:00,8218.946225693182
2020-05-17 10:00:00,10310.798701352272
2020-05-17 11:00:00,11654.63879859091
2020-05-17 12:00:00,9389.199066579546
2020-05-17 13:00:00,7765.339082784091
2020-05-17 14:00:00,7042.7447239545445
2020-05-17 15:00:00,7136.542816499999
2020-05-17 16:00:00,4750.706507056818
2020-05-17 17:00:00,1487.946022755682
2020-05-17 18:00:00,112.07913961136364
2020-05-17 19:00:00,0.0
2020-05-17 20:00:00,0.0
2020-05-17 21:00:00,0.0
2020-05-17 22:00:00,0.0
2020-05-17 23:00:00,0.0
2020-05-18 00:00:00,0.0
2020-05-18 01:00:00,0.0
2020-05-18 02:00:00,0.0
2020-05-18 03:00:00,0.0
2020-05-18 04:00:00,0.0
2020-05-18 05:00:00,0.0
2020-05-18 06:00:00,587.0048701386363
2020-05-18 07:00:00,2394.0144074545456
2020-05-18 08:00:00,1599.330560034091
2020-05-18 09:00:00,1627.9868100454544
2020-05-18 10:00:00,3202.990462647728
2020-05-18 11:00:00,6232.456371795455
2020-05-18 12:00:00,8298.032873375
2020-05-18 13:00:00,10520.341112068185
2020-05-18 14:00:00,6869.028003170454
2020-05-18 15:00:00,7575.712662329545
2020-05-18 16:00:00,4192.146103886364
2020-05-18 17:00:00,1441.020495109091
2020-05-18 18:00:00,147.98681006363634
2020-05-18 19:00:00,0.0
2020-05-18 20:00:00,0.0
2020-05-18 21:00:00,0.0
2020-05-18 22:00:00,0.0
2020-05-18 23:00:00,0.0
2020-05-19 00:00:00,0.0
2020-05-19 01:00:00,0.0
2020-05-19 02:00:00,0.0
2020-05-19 03:00:00,0.0
2020-05-19 04:00:00,0.0
2020-05-19 05:00:00,0.0
2020-05-19 06:00:00,248.81534090704545
2020-05-19 07:00:00,2759.8754058636364
2020-05-19 08:00:00,3190.729099045455
2020-05-19 09:00:00,6771.324675306818
2020-05-19 10:00:00,7406.877029238636
2020-05-19 11:00:00,7210.587662409091
2020-05-19 12:00:00,10657.84848484091
2020-05-19 13:00:00,8801.381493727273
2020-05-19 14:00:00,9599.18709403409
2020-05-19 15:00:00,6344.329545465909
2020-05-19 16:00:00,5116.747098174999
2020-05-19 17:00:00,1569.0448908819444
2020-05-19 18:00:00,0.25
2020-05-19 19:00:00,0.0
2020-05-19 20:00:00,0.0
2020-05-19 21:00:00,0.0
2020-05-19 22:00:00,0.0
2020-05-19 23:00:00,0.0
2020-05-20 00:00:00,0.0
2020-05-20 01:00:00,0.0
2020-05-20 02:00:00,0.0
2020-05-20 03:00:00,0.0
2020-05-20 04:00:00,0.0
2020-05-20 05:00:00,0.0
2020-05-20 06:00:00,551.9042207785227
2020-05-20 07:00:00,2965.5034497045453
2020-05-20 08:00:00,6224.208603920455
2020-05-20 09:00:00,8638.781250011363
2020-05-20 10:00:00,10785.152597272729
2020-05-20 11:00:00,12091.101055113637
2020-05-20 12:00:00,12738.074066477271
2020-05-20 13:00:00,11863.98869
2020-05-20 17:00:00,1699.566558431818
2020-05-20 18:00:00,309.6990665569318
2020-05-20 19:00:00,0.0
2020-05-20 20:00:00,0.0
2020-05-20 21:00:00,0.0
2020-05-20 22:00:00,0.0
2020-05-21 07:00:00,3468.084090909091
2020-05-21 08:00:00,5994.5376758522725
2020-05-21 09:00:00,9190.750608704546
2020-05-21 10:00:00,8343.435484295454
2020-05-21 11:00:00,11879.352069454546
2020-05-21 12:00:00,9952.323457818182
2020-05-21 13:00:00,11102.35615531818
2020-05-21 14:00:00,8402.908076386362
2020-05-21 15:00:00,6981.618844647728
2020-05-21 16:00:00,3533.155438261364
2020-05-21 17:00:00,712.3932629840909
2020-05-21 18:00:00,130.32061688333334
2020-05-21 19:00:00,0.0
2020-05-21 20:00:00,0.0
2020-05-21 21:00:00,0.0
2020-05-21 22:00:00,0.0
2020-05-21 23:00:00,0.0
2020-05-22 00:00:00,0.0
2020-05-22 01:00:00,0.0
2020-05-22 02:00:00,0.0
2020-05-22 03:00:00,0.0
2020-05-22 04:00:00,0.0
2020-05-22 05:00:00,0.0
2020-05-22 06:00:00,718.6174918738636
2020-05-22 07:00:00,3508.8277191818183
2020-05-22 08:00:00,4052.724986465909
2020-05-22 09:00:00,5642.195332806818
2020-05-22 10:00:00,7612.430600534091
2020-05-22 11:00:00,10254.342545909092
2020-05-22 12:00:00,10930.782061727274
2020-05-22 13:00:00,10456.058374238635
2020-05-22 14:00:00,9906.688920534092
2020-05-22 15:00:00,6221.008522715909
2020-05-22 16:00:00,2530.480519522728
2020-05-22 17:00:00,1029.7940340977273
2020-05-22 18:00:00,113.9053101511842
2020-05-22 19:00:00,0.0
2020-05-22 20:00:00,0.0
2020-05-22 21:00:00,0.0
2020-05-22 22:00:00,0.0
2020-05-22 23:00:00,0.0
2020-05-23 00:00:00,0.0
2020-05-23 01:00:00,0.0
2020-05-23 02:00:00,0.0
2020-05-23 03:00:00,0.0
2020-05-23 04:00:00,0.0
2020-05-23 05:00:00,0.0
2020-05-23 06:00:00,666.1681818227272
2020-05-23 07:00:00,2504.2331574988634
2020-05-23 08:00:00,6644.226866886364
2020-05-23 09:00:00,8583.87094146591
2020-05-23 10:00:00,9098.861201284091
2020-05-23 11:00:00,12133.912946102271
2020-05-23 12:00:00,11700.780235579545
2020-05-23 13:00:00,11742.573255227271
2020-05-23 14:00:00,8267.028611875001
2020-05-23 15:00:00,7477.456168818182
2020-05-23 16:00:00,5480.885146102272
2020-05-23 17:00:00,2429.1148538522725
2020-05-23 18:00:00,477.52800324613634
2020-05-23 19:00:00,0.0
2020-05-23 20:00:00,0.0
2020-05-23 21:00:00,0.0
2020-05-23 22:00:00,0.0
2020-05-23 23:00:00,0.0
2020-05-24 00:00:00,0.0
2020-05-24 01:00:00,0.0
2020-05-24 02:00:00,0.0
2020-05-24 03:00:00,0.0
2020-05-24 04:00:00,0.0
2020-05-24 05:00:00,0.0
2020-05-24 06:00:00,611.04078733875
2020-05-24 07:00:00,2852.9760551931818
2020-05-24 08:00:00,5548.625811681818
2020-05-24 09:00:00,7221.613636363636
2020-05-24 10:00:00,9192.550121681816
2020-05-24 11:00:00,11275.931818113637
2020-05-24 12:00:00,12043.783685454546
2020-05-24 13:00:00,11317.941761295457
2020-05-24 14:00:00,9308.015421795457
2020-05-24 15:00:00,5411.657467534091
2020-05-24 16:00:00,3934.002232170455
2020-05-24 17:00:00,2365.7883522579546
2020-05-24 18:00:00,283.7307224022727
2020-05-24 19:00:00,0.0
2020-05-24 20:00:00,0.0
2020-05-24 21:00:00,0.0
2020-05-24 22:00:00,0.0
2020-05-24 23:00:00,0.0
2020-05-25 00:00:00,0.0
2020-05-25 01:00:00,0.0
2020-05-25 02:00:00,0.0
2020-05-25 03:00:00,0.0
2020-05-25 04:00:00,0.0
2020-05-25 05:00:00,0.0
2020-05-25 06:00:00,668.3764097605263
2020-05-25 07:00:00,2632.5022321363635
2020-05-25 08:00:00,5871.297889636364
2020-05-25 09:00:00,9195.953124897727
2020-05-25 10:00:00,10949.986202045457
2020-05-25 11:00:00,12175.23721534091
2020-05-25 12:00:00,12525.96509715909
2020-05-25 13:00:00,11814.1275025
2020-05-25 14:00:00,10354.119723852273
2020-05-25 15:00:00,8845.691964363637
2020-05-25 16:00:00,3823.419034113637
2020-05-25 17:00:00,822.8301542420454
2020-05-25 18:00:00,172.6028814990909
2020-05-25 19:00:00,0.0
2020-05-25 20:00:00,0.0
2020-05-25 21:00:00,0.0
